,review title,job title,job location,date,description,pros,cons
275,good business,Major Project Director,"Sorel-Tracy, QC","April 22, 2016","QIT-Fer et Titane PRA © sentement through great upheaval of the Difficult © s Ã © economic. However, he Acts of good business or work.",#VALUE!,#VALUE!
276,Example JOURNALISM © e,Opa ‰ Ã ‰ REFRIGERATOR OF AMENITIES AND MINING DAILY,"Havre-Saint-Pierre, QC","April 21, 2016","12 hours day / night high ore production Ã © scale with truck 100 tons, Excavators mÃ ©-mechanical, Stains Daily Casual when missing or broken machinery: MÃ © nage bathroom and break rooms, crusher cleaning has mÃ ¢ jaws, touring © es curita stay © © s throughout the crusher maintenance at the mine site, dam road, signaling, pump hoses laying etc.","© titifs competent wages, Stabilita © employment, flextime, meals provided.","© Stabilita the job hangs cover © © World markets therefore, a schedule that may be subject to change, has made possible foot e.t.c"
277,Goal driven and Results Orientated,Transformation and LED Coordinator,"Richards Bay, KwaZulu-Natal","April 21, 2016","RioTinto thinks of its people as the future of the industry, and are committed to providing employees with a dynamic and diverse work environment. RioTinto believe in openness and transparency across its global business, where people are empowered to grow and learn. Where all Rio's successful mining operations are underpinned by strong work ethics and our core values putting peoples safety first.",Employee Development,Disgruntled Host Community resulting in unrest and protests
278,friendly people,OpÃ © tor heavy machinery,Heavy (31),"April 19, 2016",always cheerful and nice © ble to bring it the ideal © es,#VALUE!,#VALUE!
279,No growth,Creditors clerk/Cashbook Clerk,"Johannesburg, Gauteng","April 15, 2016","In this company there was no sign for growth, which made it difficult for me to stay as i had a vision. working on this company is not recomended for young growing ambitius individuals",Management was friendly,No growth
280,"Great place to work, very high safety culture",Master Data Specialist / Supervisor,"South Jordan, UT","April 15, 2016","Loved working there at Rio Tinto, they had a great safety culture with a goal to always be improving the process. The management took care of its workers and was aware of there needs. very professional people to work with, that had a high level of education and knowledge of the process.",#VALUE!,#VALUE!
281,Great paying job but no security,Supervisor,Bingham Canyon Utah,"April 8, 2016","Great paying job but lacks security, too many people are leaving for this reason and the company is suffering because of it.",#VALUE!,#VALUE!
282,good place to work the robot trucks are awsome wish the roster was longer but,Production Operator,wa,"April 7, 2016",good job good company the gear is state of the art the bosses are good and know what they are on about camp and food are the best and everyone was frendly,good all round,rosters are to short
283,Jobs Agra © reliable but hard physically,MÃ © factory mechanic and supervisor mÃ © mechanics,"Sorel-Tracy, QC","April 7, 2016","My job is to lay emergency Result © mÃ © mechanical way of maintaining a Ã © equipments steps. © The majority of the time I work alone. Me and the tors of transaction For © Ã © equipments are autonomes.C'est a 85% working very hard physically and thus to stay Health Provider © long, I think retirement should be taken earlier as possible .And the side © most positive in my opinion have the human relationships.",Condition of work,hard physically
284,Environment little productive work and Result © pÃ © titif,Second opÃ © tor oven,"Sorel-Tracy, QC","April 5, 2016",shift of 12 hours on a rotating schedule day / nuit.Chaleur the extreme Ã © © been on furnaces and very cold winters. Many poussiÃ¨res.Les employs are very Result © pÃ © titifs and little rewarding but the pay and benefits are very good.,Wages rose at © © s,poussiÃ¨reux little rewarding
285,The company that killed the flagship © QuÃ © bÃ © bec aluminum,"OpÃ © tor, Ã © electrolysis","Alma, QC","March 29, 2016","The company that killed the flagship © QuÃ © bÃ © bec aluminum. Alcan acted in good father family and contributed the rise © Ã Ã © economic Saguenay Lac-St-Jean. However, since the company has been Ã © © acquired by Rio Tinto is cover © sormais one of the worst companies I have known to this day.",Salary,inhuman management
286,great place to work.,Heavy Equipment Operator,"Boron, CA","March 28, 2016",safe place to work. good people and good work place. thanks but that is all i should need to say!!!bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb.,12 hour shifts,don't always get the days of you want do to seniority.
